student_id,gender,age,department,course,historical_grade,previous_grade,assignment_score,quiz_score,midterm_score,attendance_percentage,lms_login_count,lms_activity_count,study_hours,performance_status
S4429,Male,26,Computer Science,PHY101,51.4,51.8,59.1,74.6,32.8,84.0,39,76,18.2,PASS
S4430,Female,26,Computer Science,CS201,77.8,79.3,74.4,60.9,46.5,94.0,52,89,16.2,PASS
S4431,Female,18,Computer Science,MATH101,58.2,53.5,47.9,63.9,10.8,75.7,36,91,17.1,FAIL
S4432,Female,18,Business,BUS101,64.7,60.1,59.0,55.8,43.8,62.8,45,90,11.2,FAIL
S4433,Male,18,Mathematics,CS101,64.8,63.8,60.3,60.9,33.8,76.5,31,98,14.8,PASS
S4434,Female,25,Engineering,BUS101,34.9,37.1,50.0,53.2,22.5,76.7,32,98,18.1,PASS
S4435,Male,29,Mathematics,MATH101,67.0,70.3,66.4,68.5,44.0,64.4,27,71,10.9,PASS
S4436,Male,29,Computer Science,ENG101,51.4,57.6,64.1,60.6,21.7,70.5,37,74,13.3,FAIL
S4437,Male,27,Engineering,PHY101,92.8,86.7,84.3,84.9,59.8,83.8,58,84,21.1,PASS
S4438,Female,24,Computer Science,CS201,72.7,74.4,55.4,78.0,37.5,84.2,38,105,14.6,PASS
S4439,Female,20,Business,CS201,86.1,86.0,90.6,69.6,53.3,79.4,46,90,15.5,PASS
S4440,Male,19,Engineering,MATH101,67.5,64.8,56.0,64.2,32.7,80.7,35,81,19.0,PASS
S4441,Female,21,Business,CS101,73.3,83.3,65.7,56.7,56.9,70.5,44,86,17.0,PASS
S4442,Female,20,Mathematics,BUS101,81.6,83.7,86.1,63.3,57.2,89.2,36,78,22.9,PASS
S4443,Male,24,Engineering,PHY101,81.1,88.2,72.9,84.4,44.5,88.6,35,55,16.3,PASS
S4444,Male,27,Business,ENG101,62.0,45.2,60.5,22.9,45.7,100.0,42,85,15.4,FAIL
S4445,Male,25,Physics,CS101,63.6,68.8,72.9,60.6,33.2,69.0,31,71,11.5,PASS
S4446,Female,23,Computer Science,PHY101,70.1,72.8,72.9,68.8,44.7,76.9,53,86,18.4,PASS
S4447,Male,20,Engineering,PHY101,87.7,91.2,73.3,58.1,42.4,99.4,58,129,15.6,PASS
S4448,Female,23,Business,MATH101,69.6,68.1,68.9,67.3,53.3,64.9,33,110,17.2,PASS
S4449,Male,19,Business,MATH101,65.8,76.3,36.6,48.3,38.0,100.0,58,79,14.0,PASS
S4450,Female,29,Computer Science,CS201,55.3,54.3,51.0,60.2,25.1,71.6,36,83,13.2,FAIL
S4451,Male,24,Engineering,ENG101,73.5,73.4,85.3,79.6,46.9,66.7,42,95,16.3,PASS
S4452,Female,28,Engineering,CS101,85.0,80.1,66.1,74.8,30.1,89.8,52,103,18.0,PASS
S4453,Female,27,Engineering,CS201,83.5,83.3,56.7,62.1,38.0,85.6,56,82,17.8,PASS
S4454,Female,24,Computer Science,ENG101,83.6,82.7,86.3,54.7,46.6,75.1,56,85,13.6,PASS
S4455,Female,21,Physics,BUS101,43.4,48.8,39.5,36.3,27.6,66.4,49,83,12.8,FAIL
S4456,Male,25,Mathematics,BUS101,67.4,70.6,48.6,57.1,41.9,87.0,44,76,13.6,PASS
S4457,Female,21,Engineering,CS201,63.4,69.3,78.1,40.8,31.6,65.9,42,96,16.1,PASS
S4458,Male,24,Business,CS101,92.8,92.3,89.4,90.2,62.7,94.4,51,88,20.7,PASS
S4459,Male,21,Mathematics,ENG101,72.7,71.0,78.6,60.9,28.9,75.2,43,104,13.5,PASS
S4460,Female,29,Computer Science,BUS101,99.2,100.0,71.7,70.8,56.3,100.0,39,92,16.3,PASS
S4461,Male,22,Computer Science,BUS101,82.2,83.0,70.2,42.3,62.1,100.0,28,98,18.7,PASS
S4462,Male,24,Engineering,CS101,83.9,72.1,66.6,64.0,57.2,72.4,37,105,17.5,PASS
S4463,Female,27,Mathematics,CS201,61.0,58.7,54.3,60.0,51.9,74.2,45,71,14.6,PASS
S4464,Male,20,Computer Science,MATH101,64.9,53.9,70.4,49.7,66.0,88.4,38,110,13.5,PASS
S4465,Female,27,Physics,PHY101,76.2,72.1,79.9,66.9,38.4,53.4,34,112,15.5,PASS
S4466,Male,22,Engineering,ENG101,61.1,66.2,58.1,56.5,40.7,69.2,48,80,11.9,PASS
S4467,Male,28,Engineering,BUS101,93.5,91.8,79.9,51.9,46.4,83.2,43,106,19.4,PASS
S4468,Male,20,Computer Science,PHY101,71.9,70.5,77.0,77.0,29.9,66.3,23,93,14.2,PASS
S4469,Female,22,Computer Science,PHY101,86.7,85.7,90.2,100.0,57.2,86.2,36,91,12.3,PASS
S4470,Female,20,Mathematics,MATH101,49.9,49.9,52.6,71.1,30.3,70.8,30,49,12.6,FAIL
S4471,Female,28,Physics,PHY101,48.0,46.3,52.5,55.2,24.0,66.0,28,69,12.5,FAIL
S4472,Female,27,Engineering,CS101,66.4,75.4,80.0,68.2,46.7,93.9,39,62,20.5,PASS
S4473,Male,28,Physics,CS201,69.1,60.6,65.3,41.1,37.1,89.2,43,83,12.6,PASS
S4474,Male,24,Mathematics,ENG101,73.2,74.4,62.4,65.6,25.9,90.3,44,119,15.9,PASS
S4475,Female,18,Engineering,CS101,68.5,71.3,40.7,45.3,49.2,80.9,39,75,18.5,PASS
S4476,Male,26,Business,CS201,68.0,63.6,41.3,14.9,32.6,83.7,48,63,15.8,PASS
S4477,Male,26,Engineering,CS101,64.9,68.2,70.2,57.8,48.0,96.6,48,96,16.9,PASS
S4478,Male,22,Business,BUS101,43.4,40.0,42.9,45.5,30.4,61.2,37,75,12.2,FAIL
S4479,Female,26,Computer Science,BUS101,71.1,73.5,76.3,48.6,11.1,71.1,50,112,15.8,PASS
S4480,Female,27,Business,MATH101,60.3,54.0,42.5,52.6,32.6,89.1,27,54,14.0,PASS
S4481,Male,23,Computer Science,CS101,65.7,66.1,44.4,33.4,28.1,85.1,24,75,15.9,FAIL
S4482,Male,22,Mathematics,PHY101,32.1,43.3,44.3,42.2,30.4,63.9,22,49,12.8,FAIL
S4483,Female,20,Mathematics,BUS101,93.3,88.8,75.5,79.2,49.2,92.5,51,107,23.7,PASS
S4484,Female,28,Computer Science,CS201,74.1,72.0,75.7,42.2,54.6,70.9,50,100,11.7,PASS
S4485,Male,28,Engineering,MATH101,43.7,51.9,46.5,40.1,27.0,77.1,25,63,8.9,FAIL
S4486,Female,25,Engineering,PHY101,41.4,47.6,56.6,34.4,17.9,65.6,35,78,15.0,FAIL
S4487,Male,21,Business,ENG101,61.0,69.7,59.2,51.2,42.6,93.6,46,109,17.1,PASS
S4488,Male,27,Computer Science,CS101,83.9,82.1,66.1,40.0,61.0,88.4,42,86,17.9,PASS
S4489,Female,20,Business,BUS101,53.4,55.2,64.8,59.4,17.9,76.2,32,97,13.4,PASS
S4490,Female,23,Computer Science,PHY101,76.7,79.0,52.0,76.2,27.7,80.2,49,58,18.0,PASS
S4491,Male,25,Computer Science,CS201,94.6,90.7,86.8,88.1,55.8,91.4,42,98,20.5,PASS
S4492,Female,26,Computer Science,CS101,65.1,59.5,61.1,61.0,34.2,88.1,33,107,13.1,PASS
S4493,Female,23,Computer Science,CS201,54.4,48.1,59.8,29.0,38.4,73.6,34,53,9.0,PASS
S4494,Female,22,Mathematics,MATH101,74.2,71.7,75.2,54.6,54.0,100.0,41,104,13.8,PASS
S4495,Female,29,Physics,BUS101,61.6,55.2,73.4,63.2,17.0,76.9,35,64,13.8,FAIL
S4496,Female,28,Engineering,BUS101,49.0,45.7,54.2,56.8,24.9,80.2,12,67,12.4,PASS
S4497,Male,19,Engineering,MATH101,82.9,77.9,75.2,81.0,31.0,88.3,46,85,15.6,PASS
S4498,Male,19,Computer Science,CS201,60.8,63.3,73.6,62.0,20.2,54.7,50,74,19.7,PASS
S4499,Male,26,Business,CS101,89.3,91.2,67.7,53.7,33.4,97.1,45,106,15.7,PASS
S4500,Male,19,Computer Science,CS201,58.4,55.5,57.4,64.8,30.5,100.0,29,65,11.0,PASS
S4501,Female,19,Business,CS101,41.1,39.4,44.4,36.7,5.7,76.4,38,119,10.7,FAIL
S4502,Male,20,Physics,PHY101,52.0,55.0,65.1,76.8,23.2,79.5,33,74,9.8,PASS
S4503,Male,20,Computer Science,MATH101,66.9,65.1,53.5,56.3,29.7,82.7,35,100,19.0,PASS
S4504,Male,21,Mathematics,ENG101,44.9,41.9,35.7,35.3,22.8,63.4,41,86,11.7,FAIL
S4505,Male,24,Computer Science,CS101,66.6,59.9,47.0,59.3,39.9,80.4,36,79,20.9,PASS
S4506,Male,26,Engineering,BUS101,66.0,72.5,80.9,74.4,38.7,81.9,42,85,19.4,PASS
S4507,Female,19,Computer Science,PHY101,85.4,77.3,70.2,82.3,36.6,93.7,54,87,17.0,PASS
S4508,Male,21,Engineering,BUS101,50.3,48.7,58.7,49.6,29.7,79.3,36,81,10.4,PASS
S4509,Female,26,Computer Science,PHY101,82.6,78.1,70.1,69.8,44.4,90.2,41,72,18.5,PASS
S4510,Female,19,Engineering,BUS101,44.2,44.9,47.8,40.4,32.0,69.3,37,81,15.6,PASS
S4511,Male,27,Engineering,CS201,93.3,91.1,86.9,77.6,48.0,99.4,29,105,15.7,PASS
S4512,Male,28,Engineering,CS201,74.3,74.8,52.0,53.3,51.6,96.8,48,97,10.3,PASS
S4513,Male,18,Business,CS201,56.4,52.2,47.3,44.2,22.1,80.0,31,81,12.1,PASS
S4514,Female,27,Physics,PHY101,67.1,64.8,71.1,61.9,29.1,83.7,41,64,12.7,PASS
S4515,Female,25,Engineering,PHY101,95.3,88.6,80.8,74.2,55.9,82.1,49,86,22.3,PASS
S4516,Male,26,Computer Science,BUS101,45.8,40.7,48.3,57.6,6.8,79.8,36,81,8.7,FAIL
S4517,Female,24,Computer Science,CS101,66.2,63.9,71.1,39.2,29.2,79.8,42,78,16.4,PASS
S4518,Female,25,Mathematics,PHY101,64.1,64.9,60.6,56.8,52.2,74.6,32,67,12.7,PASS
S4519,Male,21,Business,BUS101,100.0,99.3,90.8,77.3,68.0,86.8,45,117,17.7,PASS
S4520,Male,21,Engineering,CS101,62.1,68.9,50.0,56.0,32.6,80.0,32,73,15.7,PASS
S4521,Female,19,Computer Science,CS201,32.1,24.6,12.5,19.4,47.5,70.7,26,59,6.0,FAIL
S4522,Female,25,Engineering,PHY101,89.1,87.8,88.0,92.5,51.4,100.0,34,92,21.9,PASS
S4523,Female,28,Computer Science,ENG101,81.9,70.5,60.7,52.0,50.9,78.9,23,97,18.1,PASS
S4524,Female,19,Physics,CS201,50.5,49.6,59.9,46.1,47.7,80.0,39,77,10.1,PASS
S4525,Female,26,Mathematics,MATH101,72.2,68.8,61.7,92.2,47.2,71.6,54,105,22.2,PASS
S4526,Male,21,Computer Science,CS101,58.6,56.0,38.1,53.1,31.4,67.1,29,84,18.6,PASS
S4527,Female,18,Engineering,ENG101,41.1,37.7,40.9,53.5,33.0,53.6,38,77,5.4,FAIL
S4528,Female,21,Computer Science,CS201,66.9,69.1,58.5,61.3,47.4,90.9,29,71,13.9,PASS
S4529,Female,20,Engineering,PHY101,75.4,76.8,76.7,73.5,36.5,92.2,42,66,15.0,PASS
S4530,Male,29,Mathematics,ENG101,80.0,74.0,49.0,73.0,45.4,57.1,49,95,14.7,PASS
S4531,Male,23,Engineering,BUS101,61.0,59.8,45.0,40.7,38.2,79.9,52,107,17.8,PASS
S4532,Male,24,Engineering,CS101,54.7,47.1,43.9,30.9,34.5,72.0,37,90,10.6,FAIL
S4533,Male,25,Computer Science,MATH101,51.2,42.7,68.4,40.9,20.4,78.3,26,93,12.0,FAIL
S4534,Male,19,Mathematics,BUS101,52.1,54.1,55.4,44.1,34.8,76.6,36,78,12.0,PASS
S4535,Female,23,Business,ENG101,90.5,84.9,86.1,78.1,50.0,84.9,49,110,11.6,PASS
S4536,Female,23,Engineering,CS201,83.0,79.9,64.0,80.5,55.5,74.4,60,105,19.9,PASS
S4537,Male,27,Computer Science,CS101,58.8,59.9,49.2,54.3,45.9,71.1,56,74,18.6,PASS
S4538,Female,29,Engineering,PHY101,79.8,79.7,72.0,67.3,38.1,77.3,50,85,14.6,PASS
S4539,Male,22,Physics,MATH101,49.3,56.3,67.5,19.8,25.2,70.9,30,67,13.8,FAIL
S4540,Male,27,Engineering,CS201,63.5,57.2,64.9,52.0,40.3,87.1,40,73,15.0,PASS
S4541,Male,27,Engineering,MATH101,76.0,82.1,73.8,73.5,54.4,100.0,33,62,18.6,PASS
S4542,Male,24,Engineering,PHY101,85.8,88.7,74.9,71.8,44.6,77.9,39,81,22.4,PASS
S4543,Male,20,Mathematics,CS101,79.2,83.0,74.4,59.0,48.0,90.5,53,79,16.6,PASS
S4544,Male,21,Engineering,ENG101,81.5,79.6,47.1,50.4,68.3,64.7,51,88,13.3,PASS
S4545,Male,27,Computer Science,MATH101,63.7,58.9,61.9,82.2,48.1,62.0,43,105,21.3,PASS
S4546,Female,26,Business,CS101,43.9,44.4,45.6,28.8,23.4,74.8,29,77,11.5,FAIL
S4547,Male,21,Business,MATH101,66.5,61.8,79.1,73.2,62.3,88.0,26,100,12.0,PASS
S4548,Female,20,Business,CS201,75.4,70.4,70.5,71.2,50.9,87.8,42,59,15.2,PASS
S4549,Female,19,Mathematics,MATH101,82.2,83.0,81.3,58.2,70.3,79.8,36,108,16.9,PASS
S4550,Female,22,Engineering,CS201,66.3,71.6,57.2,86.2,53.3,93.2,33,93,11.6,PASS
S4551,Female,21,Computer Science,CS201,59.0,50.9,62.6,52.7,69.7,71.7,43,90,11.2,PASS
S4552,Male,25,Physics,CS101,51.9,58.4,40.2,40.6,48.9,71.9,55,73,15.8,PASS
S4553,Male,24,Engineering,BUS101,67.2,61.0,59.2,52.6,34.9,83.1,39,115,15.9,PASS
S4554,Female,23,Business,PHY101,70.1,68.6,58.1,68.0,51.8,85.7,43,94,17.8,PASS
S4555,Male,28,Business,MATH101,93.6,92.1,70.6,74.0,45.4,76.9,40,80,20.9,PASS
S4556,Female,29,Engineering,ENG101,80.4,78.0,61.8,44.9,59.3,73.3,37,85,13.9,PASS
S4557,Female,19,Computer Science,CS201,64.5,63.3,73.6,68.4,59.1,87.7,38,97,14.6,PASS
S4558,Female,20,Mathematics,BUS101,78.9,79.5,68.2,39.5,37.3,79.5,23,94,21.0,PASS
S4559,Female,27,Mathematics,CS201,81.9,88.3,94.2,85.6,58.0,91.7,36,94,17.5,PASS
S4560,Female,26,Business,BUS101,64.7,63.7,65.8,69.7,46.5,67.1,44,98,17.4,PASS
S4561,Female,26,Engineering,BUS101,36.0,31.4,50.4,19.1,29.6,67.0,44,71,12.2,FAIL
S4562,Male,22,Computer Science,ENG101,100.0,94.7,93.1,72.5,45.8,100.0,53,123,17.4,PASS
S4563,Female,20,Computer Science,BUS101,92.6,94.2,83.7,84.7,49.9,99.4,42,123,22.2,PASS
S4564,Male,19,Engineering,ENG101,75.4,79.5,71.0,62.1,49.1,77.3,33,81,20.5,PASS
S4565,Male,25,Engineering,CS101,66.3,63.1,47.9,53.8,35.4,58.9,38,104,15.2,PASS
S4566,Female,23,Physics,CS201,50.7,55.3,65.0,73.7,18.9,82.0,34,57,15.7,PASS
S4567,Male,27,Mathematics,ENG101,47.9,58.8,32.6,38.7,40.3,76.6,28,73,12.5,PASS
S4568,Male,28,Business,PHY101,58.9,65.5,69.6,30.9,27.6,81.0,44,79,14.0,PASS
S4569,Male,29,Engineering,CS201,84.2,80.6,78.8,78.3,50.1,73.5,35,103,16.7,PASS
S4570,Female,24,Computer Science,PHY101,81.7,86.9,59.8,54.5,75.9,83.4,39,86,14.3,PASS
S4571,Male,18,Physics,MATH101,100.0,100.0,80.8,77.2,72.4,91.0,47,100,18.0,PASS
S4572,Female,18,Engineering,PHY101,87.6,88.0,53.5,64.4,53.1,100.0,60,112,14.9,PASS
S4573,Male,27,Computer Science,CS101,79.4,83.9,76.1,63.9,52.5,95.9,51,117,20.6,PASS
S4574,Female,19,Engineering,MATH101,83.8,87.6,75.3,55.0,53.8,95.9,49,110,17.7,PASS
S4575,Female,27,Mathematics,MATH101,61.4,67.6,70.3,59.5,19.4,80.8,45,103,17.8,PASS
S4576,Male,20,Mathematics,BUS101,64.7,67.6,73.1,53.1,42.9,70.7,41,69,8.4,PASS
S4577,Male,29,Computer Science,PHY101,39.4,43.2,38.5,56.6,37.4,69.5,34,45,7.7,PASS
S4578,Male,18,Mathematics,BUS101,70.3,65.2,71.0,72.0,41.3,68.5,39,103,14.1,PASS
S4579,Female,22,Computer Science,PHY101,53.8,53.8,38.6,52.7,41.3,75.1,46,64,15.8,PASS
S4580,Female,20,Computer Science,MATH101,42.2,38.5,41.4,54.5,31.6,64.2,34,63,11.9,PASS
S4581,Female,18,Mathematics,BUS101,75.5,81.5,65.8,51.5,53.1,82.6,39,94,16.3,PASS
S4582,Male,25,Mathematics,CS201,50.2,43.4,45.5,62.8,17.5,74.3,43,82,7.6,FAIL
S4583,Female,29,Business,PHY101,43.1,32.2,37.7,41.4,30.8,63.4,31,80,13.8,FAIL
S4584,Female,28,Business,PHY101,80.7,73.7,46.8,80.1,69.1,89.8,44,84,17.0,PASS
S4585,Female,23,Mathematics,BUS101,60.9,59.7,57.0,79.7,36.2,65.5,37,77,19.8,PASS
S4586,Female,26,Mathematics,PHY101,92.2,82.1,78.5,61.6,52.2,100.0,60,106,12.0,PASS
S4587,Male,20,Mathematics,MATH101,99.2,89.8,89.0,50.6,69.5,100.0,49,87,19.5,PASS
S4588,Male,26,Business,BUS101,77.4,80.7,78.2,68.5,57.6,71.2,45,83,13.3,PASS
S4589,Female,26,Physics,BUS101,37.6,30.6,51.7,30.6,37.2,74.0,10,92,7.2,FAIL
S4590,Female,29,Physics,ENG101,73.4,78.4,73.0,62.1,42.7,80.5,41,100,14.0,PASS
S4591,Female,29,Computer Science,ENG101,64.1,57.5,60.1,55.3,44.9,77.9,41,76,19.3,PASS
S4592,Male,18,Mathematics,MATH101,67.9,57.2,59.8,73.1,64.0,75.7,52,59,15.3,PASS
S4593,Male,20,Engineering,CS201,31.3,26.2,47.6,48.9,9.1,78.6,35,58,8.9,FAIL
S4594,Male,23,Engineering,PHY101,88.5,82.1,99.6,83.5,36.5,78.7,46,103,17.5,PASS
S4595,Male,25,Business,CS101,41.6,35.2,36.3,37.5,34.4,83.7,31,73,12.3,FAIL
S4596,Female,21,Computer Science,PHY101,80.8,80.3,81.4,78.9,53.7,100.0,25,92,15.7,PASS
S4597,Female,22,Engineering,CS101,62.7,63.5,51.0,62.1,32.7,70.2,34,124,15.3,PASS
S4598,Male,26,Mathematics,MATH101,67.9,74.8,88.2,75.3,33.0,88.9,41,98,15.8,PASS
S4599,Male,23,Computer Science,CS201,47.5,45.7,53.1,60.4,27.6,81.5,18,92,11.8,PASS
S4600,Male,29,Engineering,CS201,35.3,36.7,40.5,54.3,33.3,51.3,33,75,11.5,FAIL
S4601,Male,24,Physics,CS201,65.1,58.5,56.1,35.2,50.5,96.5,50,102,12.5,PASS
S4602,Female,24,Engineering,ENG101,74.5,70.0,75.4,55.7,47.4,77.7,53,100,15.5,PASS
S4603,Female,21,Engineering,MATH101,52.2,58.7,68.2,60.2,25.6,77.0,30,107,8.8,PASS
S4604,Male,21,Engineering,CS101,66.5,73.5,75.5,67.8,9.8,94.1,53,63,9.7,PASS
S4605,Female,21,Engineering,CS201,92.6,100.0,71.1,81.2,60.9,95.6,47,86,22.8,PASS
S4606,Female,28,Business,MATH101,47.1,46.5,54.0,49.2,36.3,72.1,27,54,14.3,FAIL
S4607,Female,22,Mathematics,PHY101,61.3,54.6,83.4,55.7,35.0,86.4,35,74,18.2,PASS
S4608,Male,22,Engineering,CS101,70.5,66.6,76.1,55.6,70.3,92.8,42,87,18.4,PASS
S4609,Female,25,Mathematics,ENG101,51.0,49.4,61.4,38.3,21.8,75.7,18,97,10.5,FAIL
S4610,Male,26,Engineering,BUS101,63.5,60.7,49.9,65.5,55.9,72.2,47,114,8.1,PASS
S4611,Male,19,Engineering,CS101,41.6,42.2,60.4,28.6,34.1,75.9,17,73,9.0,FAIL
S4612,Male,28,Business,PHY101,82.1,85.9,69.0,64.4,47.1,76.5,43,93,18.7,PASS
S4613,Male,24,Business,CS101,75.5,70.4,58.7,59.2,26.1,93.2,51,93,16.6,PASS
S4614,Male,18,Business,CS101,74.0,83.5,74.1,74.9,61.1,73.3,42,86,16.2,PASS
S4615,Male,18,Computer Science,BUS101,100.0,100.0,97.5,100.0,60.7,82.8,54,90,18.9,PASS
S4616,Male,21,Computer Science,CS201,57.5,64.3,53.3,53.3,56.1,87.2,47,78,10.1,PASS
S4617,Female,27,Computer Science,PHY101,77.4,79.5,61.3,69.5,47.2,83.4,50,80,21.5,PASS
S4618,Female,24,Computer Science,BUS101,77.8,88.6,86.1,72.9,64.1,87.7,45,86,18.5,PASS
S4619,Male,19,Business,CS101,65.5,59.6,76.5,48.8,22.1,86.5,60,84,16.4,PASS
S4620,Female,28,Computer Science,PHY101,62.0,59.4,53.1,67.0,21.1,71.6,27,83,9.7,PASS
S4621,Female,19,Mathematics,ENG101,71.7,69.2,67.7,68.8,38.2,76.7,45,87,15.2,PASS
S4622,Female,18,Computer Science,CS101,72.8,73.7,49.9,60.2,17.7,96.5,46,79,17.6,PASS
S4623,Male,27,Engineering,ENG101,85.2,85.8,91.7,82.8,54.9,92.1,31,104,23.7,PASS
S4624,Female,19,Engineering,MATH101,84.1,86.1,77.7,76.0,41.4,81.7,40,108,20.9,PASS
S4625,Female,24,Computer Science,ENG101,55.0,55.7,43.5,49.4,42.0,79.3,28,62,12.2,PASS
S4626,Female,26,Mathematics,CS101,52.3,55.1,66.6,60.1,8.2,73.9,36,76,14.9,FAIL
S4627,Male,23,Computer Science,BUS101,69.4,67.0,100.0,59.6,55.5,89.5,38,90,16.5,PASS
S4628,Male,27,Engineering,CS101,75.2,77.6,50.1,48.1,46.2,84.3,58,91,18.7,PASS
S4629,Female,19,Mathematics,CS101,65.1,79.2,53.6,53.5,50.0,78.5,48,87,13.8,PASS
S4630,Male,29,Business,MATH101,94.1,94.2,59.0,84.1,54.4,77.4,51,71,19.6,PASS
S4631,Male,27,Computer Science,CS201,76.1,68.9,70.0,58.6,25.6,89.3,42,114,13.9,PASS
S4632,Male,27,Engineering,CS101,73.3,70.2,54.4,44.4,59.8,78.6,24,86,15.0,PASS
S4633,Female,26,Business,MATH101,81.8,79.5,88.8,69.1,58.1,94.3,31,90,20.9,PASS
S4634,Female,24,Physics,BUS101,60.3,55.9,49.4,37.5,47.7,60.5,42,92,14.7,PASS
S4635,Male,28,Mathematics,MATH101,70.9,71.5,63.9,43.9,44.0,76.1,43,63,11.4,PASS
S4636,Female,18,Engineering,MATH101,76.4,80.4,63.6,58.5,67.9,89.1,29,85,15.1,PASS
S4637,Male,29,Physics,ENG101,58.3,51.8,74.4,18.1,65.3,77.4,42,74,15.7,PASS
S4638,Female,26,Computer Science,CS201,80.8,72.3,58.9,59.5,65.0,78.0,41,109,11.9,PASS
S4639,Female,19,Computer Science,CS201,83.9,96.3,52.7,63.5,33.4,96.6,36,93,19.8,PASS
S4640,Female,21,Mathematics,PHY101,54.6,49.9,50.8,75.2,35.8,86.0,38,66,16.4,FAIL
S4641,Female,26,Computer Science,BUS101,65.1,72.2,50.8,49.4,31.0,71.9,44,84,15.7,PASS
S4642,Male,21,Computer Science,PHY101,62.7,66.5,59.3,94.1,21.4,77.3,33,81,12.6,PASS
S4643,Female,20,Computer Science,MATH101,63.3,60.3,57.5,65.0,36.5,69.3,44,68,9.6,PASS
S4644,Male,18,Engineering,BUS101,69.0,65.1,65.4,62.5,55.2,78.2,35,83,12.2,PASS
S4645,Female,24,Business,BUS101,40.4,37.4,66.2,54.2,19.0,70.1,28,88,15.8,FAIL
S4646,Female,23,Business,CS201,52.8,50.6,68.2,58.0,24.7,71.4,16,85,12.5,PASS
S4647,Female,27,Computer Science,CS201,30.9,34.0,41.9,46.6,14.9,76.3,32,87,13.4,FAIL
S4648,Male,21,Engineering,CS201,100.0,93.0,68.8,55.1,85.1,97.3,37,106,19.0,PASS
S4649,Female,23,Physics,CS101,77.3,83.7,60.0,74.3,52.7,94.8,35,93,14.5,PASS
S4650,Male,23,Mathematics,MATH101,65.2,62.0,53.3,53.1,30.6,83.4,35,54,14.6,PASS
S4651,Male,21,Engineering,BUS101,84.5,77.2,68.4,67.2,71.7,69.0,54,103,21.4,PASS
S4652,Female,23,Physics,MATH101,47.5,48.4,51.6,66.5,30.1,74.3,30,53,13.9,PASS
S4653,Male,27,Business,BUS101,74.0,86.0,56.2,63.7,34.3,89.9,52,111,12.9,PASS
S4654,Female,28,Computer Science,BUS101,60.8,56.6,55.8,38.4,30.6,79.5,26,81,12.0,PASS
S4655,Male,25,Computer Science,PHY101,90.0,90.6,84.9,65.4,44.2,95.5,51,100,14.4,PASS
S4656,Male,20,Computer Science,BUS101,85.2,85.9,64.6,75.1,49.5,96.6,52,88,21.7,PASS
S4657,Female,21,Business,BUS101,55.1,64.6,66.3,59.8,32.3,62.2,36,59,13.8,PASS
S4658,Female,27,Computer Science,ENG101,72.1,67.4,57.7,56.5,45.6,88.3,50,93,16.7,PASS
S4659,Male,29,Engineering,ENG101,82.9,87.6,78.6,45.0,43.4,88.8,42,66,18.7,PASS
S4660,Female,18,Computer Science,PHY101,54.1,47.0,68.3,65.1,39.9,92.7,37,71,13.0,PASS
S4661,Male,21,Physics,CS101,79.2,80.3,78.8,63.9,66.8,77.8,22,81,14.8,PASS
S4662,Female,28,Engineering,CS201,70.7,74.4,77.3,67.4,35.4,92.9,37,75,9.7,PASS
S4663,Male,27,Physics,BUS101,79.3,84.4,63.1,68.4,63.2,83.0,35,107,17.4,PASS
S4664,Female,27,Physics,MATH101,31.8,25.0,30.9,16.4,21.5,71.6,37,65,16.3,FAIL
S4665,Female,29,Computer Science,ENG101,64.3,54.3,68.9,64.6,36.8,79.6,46,74,11.8,PASS
S4666,Female,26,Engineering,CS201,77.4,76.4,63.5,48.1,55.3,100.0,53,70,11.2,PASS
S4667,Male,25,Computer Science,CS101,75.0,72.2,62.2,64.0,51.0,73.6,24,97,15.3,PASS
S4668,Female,28,Physics,CS201,67.5,60.4,55.5,53.9,48.2,83.0,42,100,16.2,PASS
S4669,Female,21,Engineering,BUS101,49.5,43.0,78.5,54.5,21.5,86.5,38,77,9.4,PASS
S4670,Female,29,Computer Science,CS201,100.0,97.6,82.5,91.1,48.0,100.0,35,108,18.2,PASS
S4671,Male,24,Computer Science,BUS101,61.8,70.4,75.6,47.3,11.8,68.8,27,98,10.5,PASS
S4672,Female,27,Engineering,PHY101,73.8,67.7,61.4,98.4,49.2,92.2,59,89,16.2,PASS
S4673,Female,20,Physics,ENG101,84.6,89.1,82.5,59.2,39.9,82.8,51,116,18.8,PASS
S4674,Male,26,Business,ENG101,59.0,51.6,52.0,62.8,28.5,86.9,35,107,12.8,FAIL
S4675,Male,27,Mathematics,BUS101,55.8,52.1,46.0,57.9,32.3,70.1,46,85,10.6,FAIL
S4676,Female,21,Engineering,MATH101,86.5,78.9,79.9,87.4,37.2,98.9,36,75,19.8,PASS
S4677,Male,19,Computer Science,ENG101,68.1,79.0,67.1,48.6,58.3,77.1,43,96,17.4,PASS
S4678,Female,27,Physics,MATH101,97.0,100.0,90.1,64.6,54.9,98.8,55,104,18.9,PASS
S4679,Female,22,Computer Science,BUS101,86.2,89.7,80.9,86.1,58.3,85.4,35,73,19.0,PASS
S4680,Female,19,Physics,PHY101,31.7,35.0,47.9,43.3,29.7,55.9,22,61,12.4,FAIL
S4681,Male,27,Engineering,BUS101,79.7,75.7,68.2,67.5,26.4,86.4,44,96,14.4,PASS
